URL	Label	Label	Label	Label	Label	A=MBFCLink	Score
cftni.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/center-for-the-national-interest/	0.62
ivn.us/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/independent-voter-network-ivn/	0.4
freewheelus.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/free-wheel-media/	0.22
consumerist.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/consumerist/	0.82
news.mongabay.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/mongabay/	0.43
www.soas.ac.uk/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-middle-east-in-london/	0.67
www.dailyclimate.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-daily-climate/	0.54
washingtonmonthly.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/washington-monthly/	0.96
www.taipeitimes.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/taipei-times/	0.89
www.worldpolicy.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/world-policy-institute/	0.47
www.autostraddle.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/autostraddle/	0.63
www.nationalnewswatch.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/national-newswatch/	0.55
heavy.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/heavy/	0.72
www.hoax-slayer.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/hoax-slayer/	0.63
www.scientificamerican.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/scientific-american/	0.94
www.staradvertiser.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/honolulu-star-advertiser/	0.86
www.manhattan-institute.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/manhattan-institute-for-policy-research/	0.66
www.quantamagazine.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/quanta-magazine/	0.59
www.realclearreligion.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/realclearreligion/	0.76
tucson.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/arizona-daily-star/	0.89
www.nextgov.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/nextgov/	0.7
www.agerpres.ro/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/agerpres/	0.94
bipartisanpolicy.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/bipartisan-policy-center/	0.38
www.treehugger.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/treehugger/	0.9
www.kansas.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/wichita-eagle/	0.65
www.cjnews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/canadian-jewish-news-cjn/	0.4
www.newstatesman.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/new-statesman/	0.74
www.csis.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/	0.75
www.tbo.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/tampa-tribune/	0.67
www.afpc.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/american-foreign-policy-council/	0.5
theconversation.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-conversation/	0.81
worldcantwait.net/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/world-cant-wait/	0.29
eng.majalla.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/al-majalla/	0.11
en.bbarta24.net/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/bbarta24/	0.63
www.desmogblog.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/desmog/	0.75
tennesseestar.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/the-tennessee-star/	0.16
monthlyreview.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/monthly-review/	0.77
www.good.is/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/good-magazine/	0.74
www.revealnews.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/reveal-center-for-investigative-reporting/	0.66
www.americanfirearms.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/american-firearms-institute/	0.14
www.csicop.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/	0.65
www.greenvillegazette.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/greenville-gazette/	0.12
www.castanet.net/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/castanet/	0.52
www.seattletimes.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/seattle-times/	0.83
www.thirdway.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/third-way/	0.44
www.afr.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-australian-financial-review/	0.96
www.abc.net.au/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/abc-news-australia/	0.87
www.centerforinquiry.net/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/center-for-inquiry/	0.66
www.prwatch.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/center-for-media-and-democracy/	0.79
www.plos.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/public-library-science-plos/	0.72
rooseveltinstitute.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/roosevelt-institute/	0.46
www.webmd.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/webmd/	1.0
www.newscientist.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/new-scientist/	0.99
scripps.ucsd.edu/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/scripps-institution-oceanography/	0.66
www.fpri.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/foreign-policy-research-institute/	0.51
www.orlandosentinel.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/orlando-sentinel/	0.92
www.aol.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/aol/	1.0
earthjustice.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/earthjustice/	0.6
newsone.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/newsone/	0.62
newmatilda.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/new-matilda/	0.72
www.marketwatch.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/marketwatch/	0.98
www.thetrace.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-trace/	0.34
observatory.journalism.wisc.edu/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-observatory/	0.41
morningconsult.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/morning-consult/	0.44
www3.nhk.or.jp/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/nhk-world/	0.44
www.currentaffairs.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/current-affairs-magazine/	0.36
mondoweiss.net/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/mondoweiss/	0.85
debatepost.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/debate-post/	0.13
spectator.org/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/american-spectator/	0.99
www.wearethemighty.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/we-are-the-mighty/	0.3
www.jewishpolicycenter.org/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/jewish-policy-center/	0.39
www.ntd.tv/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/ntd-tv-new-tang-dynasty/	0.94
gizmodo.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/gizmodo/	0.98
www.newsandgutsmedia.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/news-and-guts/	0.21
www.kmov.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/kmov/	0.6
public.wmo.int/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/world-meteorological-organization/	0.88
americanindependent.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/american-independent-institute/	0.24
www.vosizneias.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/vos-iz-neias/	0.48
globalnews.ca/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/global-news/	0.66
www.au.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/american-united-separation-church-state/	0.74
www.mediaite.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/mediaite/	0.87
highline.huffingtonpost.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/highline/	0.89
www.statesman.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/austin-american-statesman/	0.87
contrailscience.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/contrail-science/	0.34
www.pe.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-press-enterprise/	0.72
www.pbs.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/pbs-news-hour/	0.98
www.vulture.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/vulture/	0.98
www.elpasotimes.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/el-paso-times/	0.56
www.nasa.gov/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/nasa/	0.99
quillette.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/quillette/	0.73
www.nrdc.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/natural-resources-defense-council/	0.81
www.texastribune.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/texas-tribune/	0.66
cookpolitical.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/cook-political-report/	0.66
arstechnica.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/ars-technica/	0.94
photographyisnotacrime.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/pinac/	0.69
www.ips-dc.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/institute-policy-studies/	0.69
www.emptywheel.net/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/empty-wheel/	0.74
doubtfulnews.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/doubtful-news/	0.5
www.sciencemediacentre.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/science-media-centre/	0.5
www.rollcall.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/roll-call/	0.93
www.jacobinmag.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/jacobin/	0.71
www.taxpayer.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/canadian-taxpayers-federation/	0.45
cleantechnica.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/clean-technica/	0.69
www.statesmanjournal.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/statesman-journal/	0.47
www.al-monitor.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/al-monitor/	0.52
www.inquirer.net/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/philippine-daily-inquirer/	0.7
www.technologyreview.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/mit-technology-review/	0.92
www.liveleak.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/liveleak/	0.76
scienceblogs.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/scienceblogs/	0.82
www.astronomy.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/astronomy-magazine/	0.76
www.the-american-interest.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-american-interest/	0.69
www.tampabay.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/tampa-bay-times/	0.85
www.pacificresearch.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/pacific-research-institute/	0.61
www.srnnews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/salem-radio-network-news-srn-news/	0.53
heterodoxacademy.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/heterodox-academy/	0.74
www.worldaffairsjournal.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/world-affairs-journal/	0.54
www.paho.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/pan-american-health-organization-paho/	0.93
www.countercurrents.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/countercurrents-org/	0.7
www.sayfiereview.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/sayfie-review/	0.63
www.yaf.org/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/young-americas-foundation-yaf/	0.46
freedomhouse.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/freedom-house/	0.77
www.texasstandard.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/texas-standard/	0.65
www.nationalobserver.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/national-observer-canada/	0.31
pilotonline.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-virginian-pilot/	0.68
www.fresnobee.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/fresno-bee/	0.71
news.sky.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/sky-news/	0.95
www.nationinstitute.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/the-nation-institute/	0.49
www.delawareonline.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/delaware-online-news-journal/	0.56
www.tennessean.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-tennessean/	0.73
www.transparency.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/transparency-international/	0.84
www.nj.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/star-ledger/	0.74
www.realclimate.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/realclimate/	0.91
www.theburningspear.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/the-burning-spear/	0.24
www.indystar.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/indianapolis-star/	0.7
carnegieendowment.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/carnegie-endowment-for-international-peace/	0.78
www.nknews.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/nk-news/	0.53
carolinapublicpress.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/carolina-public-press/	0.5
www.ncbi.nlm.nih.gov/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/pubmed/	0.96
www.thenewsliteracyproject.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/news-literacy-project/	0.27
acculturated.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/acculturated/	0.59
theneed2know.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/need-2-know/	0.18
www.redorbit.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/redorbit/	0.58
www.financialpost.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/financial-post/	0.76
www.thedailyvox.co.za/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/the-daily-vox/	0.3
www.usafacts.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/usa-facts/	0.28
verifiedpolitics.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/verified-politics/	0.2
digg.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/digg/	1.0
www.justfacts.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/just-facts/	0.26
reverbpress.news/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/reverb-press/	0.73
www.esquire.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/esquire-magazine/	0.8
indianexpress.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-indian-express/	0.9
www.newsday.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/newsday/	0.91
www.openthegovernment.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/open-the-government/	0.49
www.hoover.org/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/policy-review/	0.72
www.worldpoliticsreview.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/world-politics-review/	0.62
www.lawfareblog.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/lawfare-blog/	0.9
tass.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/russian-news-agency-tass/	0.84
skepticalscience.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/skeptical-science/	0.54
www.apsa.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/american-psychoanalytic-association/	0.45
futurism.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/futurism/	0.57
www.alhayat.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/al-hayat/	0.7
www.outsidethebeltway.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/outside-the-beltway/	0.89
c4ads.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/center-for-advanced-defense-studies/	0.23
www.leftvoice.org/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/left-voice/	0.97
www.dispatch.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/columbus-dispatch/	0.86
climatefeedback.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/climate-feedback/	0.26
triblive.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/pittsburgh-tribune-review/	0.6
www.ctvnews.ca/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/ctv-news/	0.79
punchingbagpost.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/punchingbag-post/	0.35
the-daily.buzz/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/the-daily-buzz/	0.15
www.nakedcapitalism.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/naked-capitalism/	0.92
www.sciencemag.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/science-magazine/	0.89
web.randi.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/james-randi-educational-foundation/	0.32
www.space.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/space-com/	0.97
mashable.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/mashable/	0.95
www.dallasnews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/dallas-morning-news/	0.91
www.chronicle.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/the-chronicle-of-higher-education/	0.67
www.aps.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/american-physical-society-aps/	0.7
chicago.suntimes.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/chicago-sun-times/	0.63
www.societyforscience.org/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/society-for-science/	0.65
www.arabnews.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/arab-news/	0.84
www.citizensforethics.org/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/citizens-responsibility-ethics-washington-crew/	0.65
www.newsobserver.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/raleigh-news-observer/	0.69
www.independentsentinel.com/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/independent-sentinel/	0.69
www.oklahoman.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/the-oklahoman/	0.58
www.oregonlive.com/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/oregonian/	0.76
www.insidehighered.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/inside-higher-ed/	0.85
www.themilitant.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/the-militant/	0.49
www.psychologytoday.com/*	_cse_cwfn9qhuqkk	pro-science-only				https://mediabiasfactcheck.com/psychology-today/	0.66
www.cbo.gov/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/congressional-budget-office-cbo/	0.64
www.miamiherald.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/miami-herald/	0.9
fee.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/foundation-for-economic-education/	0.88
www.foreignaffairs.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/foreign-affairs/	0.77
calgaryherald.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/calgary-herald/	0.83
www.ebar.com/*	_cse_cwfn9qhuqkk	left-leaning	left-only			https://mediabiasfactcheck.com/bay-area-reporter/	0.55
www.neweurope.eu/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/new-europe/	0.49
c4ss.org/*	_cse_cwfn9qhuqkk	mostly-center	right-leaning	right-center-only		https://mediabiasfactcheck.com/center-for-a-stateless-society/	0.62
www.business2community.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/business-2-community/	0.44
www.citizen-times.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/asheville-citizen-times/	0.49
sciencedebate.org/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/science-debate/	0.28
www.everycrsreport.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/every-crs-report/	0.23
www.eurasiareview.com/*	_cse_cwfn9qhuqkk	mostly-center	center-only			https://mediabiasfactcheck.com/eurasia-review/	0.56
mainebeacon.com/*	_cse_cwfn9qhuqkk	mostly-center	left-leaning	left-center-only		https://mediabiasfactcheck.com/maine-beacon/	0.23
www.hudson.org/*	_cse_cwfn9qhuqkk	right-leaning	right-only			https://mediabiasfactcheck.com/hudson-institute/	0.68
